"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","orl7",,,,"User:","root"
"Cmdline:","dstat --time -v --net --output html.20190805-144620/dstat.csv 1 900",,,,"Date:","05 Aug 2019 14:46:20 CST"
"system","procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,,"net/total",
05-08 14:53:18,2,0,1,140734464,905789440,3215360,705110016,0,0,0,0,2115,342,76.882,4.301,18.817,0,0,2561,45750
05-08 14:53:19,1,0,1,140681216,905154560,3215360,705777664,0,0,0,0,2086,360,74.194,2.688,23.118,0,0,0,0
05-08 14:53:20,3,0,1,140713984,904458240,3215360,706420736,0,0,0,0,2018,349,77.095,4.469,18.436,0,0,2507,45857
05-08 14:53:21,2,0,1,140849152,903692288,3215360,707035136,0,0,0,3072,2124,392,79.330,3.352,17.318,0,0,2507,45914
05-08 14:53:22,2,0,0,140779520,903057408,3215360,707723264,0,0,0,0,2074,348,75.393,3.141,21.466,0,0,0,0
05-08 14:53:23,2,0,1,140779520,902479872,3215360,708280320,0,0,0,0,2088,364,77.778,3.889,18.333,0,0,2561,46240
05-08 14:53:24,2,0,1,140709888,901877760,3215360,708935680,0,0,0,0,2168,369,76.064,3.723,20.213,0,0,2507,46243
05-08 14:53:25,1,0,1,140705792,901115904,3215360,709681152,0,0,0,0,2163,360,75.393,3.141,21.466,0,0,0,0
05-08 14:53:26,2,0,1,140767232,900476928,3215360,710246400,0,0,0,0,1993,369,76.608,4.094,19.298,0,0,2507,46404
05-08 14:53:27,3,0,0,140681216,899907584,3215360,710885376,0,0,0,0,2018,335,80.357,3.571,16.071,0,0,2543,46677
05-08 14:53:28,2,0,1,140660736,899264512,3215360,711524352,0,0,0,0,2065,328,80,2.778,17.222,0,0,0,0
05-08 14:53:29,2,0,1,140574720,898695168,3215360,712163328,0,0,0,0,2085,343,78.531,4.520,16.949,0,0,2561,46834
05-08 14:53:30,2,0,1,140718080,897929216,3215360,712769536,0,0,0,0,2086,350,78.495,3.763,17.742,0,0,2507,46837
05-08 14:53:31,3,0,1,140713984,897294336,3215360,713392128,0,0,0,0,2192,346,79.348,3.261,17.391,0,0,0,0
05-08 14:53:32,2,0,0,140648448,896724992,3215360,714014720,0,0,0,122880,1999,332,78.363,5.848,15.789,0,0,2561,47160
05-08 14:53:33,2,0,1,140718080,896020480,3215360,714620928,0,0,0,0,2109,356,80.347,4.624,15.029,0,0,2453,47114
05-08 14:53:34,3,0,1,140705792,895385600,3215360,715251712,0,0,0,0,2022,318,79.429,3.429,17.143,0,0,0,0
05-08 14:53:35,2,0,1,140881920,894586880,3215360,715857920,0,0,0,0,2177,346,81.667,3.333,15,0,0,2453,47545
05-08 14:53:36,2,0,1,140804096,894009344,3215360,716488704,0,0,0,0,1987,371,78.107,4.142,17.751,0,0,2561,47490
05-08 14:53:37,1,0,0,140730368,893501440,3215360,717053952,0,0,0,0,1806,284,82.119,3.311,14.570,0,0,0,0
05-08 14:53:38,2,0,1,140800000,892805120,3215360,717668352,0,0,0,0,2138,329,80.556,3.889,15.556,0,0,2615,47813
05-08 14:53:39,2,0,1,140664832,892235776,3215360,718356480,0,0,0,0,2159,338,82.682,3.352,13.966,0,0,2615,47816
05-08 14:53:40,2,0,1,140627968,891600896,3215360,719011840,0,0,0,0,2071,346,79.558,3.315,17.127,0,0,0,0
05-08 14:53:41,0,0,1,140644352,890961920,3215360,719626240,0,0,0,0,2074,365,80.447,3.352,16.201,0,0,2651,48139
05-08 14:53:42,2,0,0,140533760,890392576,3215360,720281600,0,0,0,0,1975,338,77.011,4.023,18.966,0,0,2399,48466
05-08 14:53:43,3,0,1,140603392,889630720,3215360,720953344,0,0,0,0,2204,327,80.645,3.226,16.129,0,0,0,0
05-08 14:53:44,2,0,1,140578816,889061376,3215360,721534976,0,0,0,0,2208,364,77.660,3.191,19.149,0,0,2669,48519
05-08 14:53:45,2,0,1,140652544,888254464,3215360,722239488,0,0,0,0,2134,384,76.064,3.191,20.745,0,0,2507,48522
05-08 14:53:46,2,0,1,140939264,887365632,3215360,722829312,0,0,0,0,2055,347,76.596,2.660,20.745,0,0,0,0
05-08 14:53:47,2,0,0,140713984,886923264,3215360,723484672,0,0,0,7331840,2071,359,75,3.261,21.739,0,0,2705,48737
05-08 14:53:48,2,0,1,140656640,886251520,3215360,724180992,0,0,0,13139968,2188,387,76.064,3.723,20.213,0,0,2615,48796
05-08 14:53:49,4,0,1,140644352,885616640,3215360,724811776,0,0,0,0,2121,342,77.049,3.279,19.672,0,0,0,0
05-08 14:53:50,2,0,1,140824576,884817920,3215360,725417984,0,0,0,0,2076,389,78.409,3.409,18.182,0,0,2669,49234
05-08 14:53:51,2,0,1,140668928,884248576,3215360,726122496,0,0,0,3072,2239,384,77.368,3.684,18.947,0,0,2615,49075
05-08 14:53:52,2,0,0,140673024,883613696,3215360,726736896,0,0,0,0,2053,330,77.348,3.315,19.337,0,0,0,0
05-08 14:53:53,1,0,1,140435456,883171328,3215360,727400448,0,0,0,0,2046,354,75.410,3.279,21.311,0,0,2723,49401
05-08 14:53:54,2,0,1,140849152,882110464,3215360,728023040,0,0,0,0,2065,376,75.691,3.867,20.442,0,0,2615,49566
05-08 14:53:55,1,0,1,140795904,881475584,3215360,728694784,0,0,0,0,1996,312,78.689,2.732,18.579,0,0,0,0
05-08 14:53:56,1,0,1,140709888,880906240,3215360,729333760,0,0,0,0,2058,375,74.332,3.209,22.460,0,0,2615,49619
05-08 14:53:57,2,0,0,140824576,880209920,3215360,729899008,0,0,0,0,2094,371,78.191,3.191,18.617,0,0,2507,50162
05-08 14:53:58,0,0,1,140890112,879448064,3215360,730587136,0,0,0,0,2055,355,74.332,3.209,22.460,0,0,0,0
05-08 14:53:59,4,0,1,140967936,878682112,3215360,731250688,0,0,0,0,2123,383,77.049,3.825,19.126,0,0,2723,50053
05-08 14:54:00,2,0,1,140701696,878239744,3215360,731947008,0,0,0,0,1988,410,79.755,6.135,14.110,0,0,2669,50164
05-08 14:54:01,1,0,1,140824576,877596672,3215360,732442624,0,0,0,0,1698,290,81.633,6.122,12.245,0,0,0,0
05-08 14:54:02,2,0,0,140697600,877154304,3215360,732995584,0,0,0,0,2095,342,80.682,3.977,15.341,0,0,2723,50433
05-08 14:54:03,2,0,1,140689408,876457984,3215360,733683712,0,0,0,0,2201,368,80.435,3.261,16.304,0,0,2561,50976
05-08 14:54:04,2,0,1,140533760,875950080,3215360,734330880,0,0,0,0,2065,332,78.333,3.333,18.333,0,0,0,0
05-08 14:54:05,2,0,1,140652544,875184128,3215360,734961664,0,0,0,0,2127,361,79.888,3.352,16.760,0,0,2561,50543
05-08 14:54:06,4,0,1,140574720,874614784,3215360,735592448,0,0,0,0,2100,362,79.444,3.333,17.222,0,0,2723,51086
05-08 14:54:07,2,0,0,140587008,873979904,3215360,736198656,0,0,0,0,2088,325,79.006,2.762,18.232,0,0,0,0
05-08 14:54:08,2,0,1,140484608,873410560,3215360,736854016,0,0,0,0,2087,362,77.901,3.867,18.232,0,0,2723,51085
05-08 14:54:09,2,0,1,140652544,872644608,3215360,737435648,0,0,0,0,2144,362,79.144,3.209,17.647,0,0,2669,51304
05-08 14:54:10,1,0,1,140742656,871874560,3215360,738099200,0,0,0,0,2023,350,76.374,3.297,20.330,0,0,0,0
05-08 14:54:11,1,0,1,140750848,871178240,3215360,738762752,0,0,0,0,1972,355,77.222,3.889,18.889,0,0,2615,51303
05-08 14:54:12,2,0,0,140673024,870600704,3215360,739393536,0,0,0,0,2093,350,76.667,3.333,20,0,0,2669,51414
05-08 14:54:13,2,0,1,140771328,869838848,3215360,740040704,0,0,0,122880,2150,337,78.261,3.804,17.935,0,0,0,0
05-08 14:54:14,2,0,1,140763136,869199872,3215360,740675584,0,0,0,0,2018,355,76.966,3.933,19.101,0,0,2669,51684
05-08 14:54:15,2,0,1,140677120,868630528,3215360,741310464,0,0,0,0,2109,369,76.087,3.804,20.109,0,0,2777,51795
05-08 14:54:16,1,0,1,140775424,867868672,3215360,741957632,0,0,0,0,2031,335,76.344,3.763,19.892,0,0,0,0
05-08 14:54:17,2,0,0,140656640,867299328,3215360,742629376,0,0,0,0,2102,370,77.596,3.279,19.126,0,0,2669,52064
05-08 14:54:18,3,0,1,140808192,866533376,3215360,743227392,0,0,0,17031168,2104,366,79.775,4.494,15.730,0,0,2723,52175
05-08 14:54:19,2,0,1,140828672,865931264,3215360,743833600,0,0,0,3448832,2056,365,76.087,2.717,21.196,0,0,0,0
05-08 14:54:20,3,0,1,140627968,865394688,3215360,744546304,0,0,0,0,2061,386,78.571,3.297,18.132,0,0,2831,52511
05-08 14:54:21,2,0,2,140627968,864714752,3215360,745201664,0,0,0,3072,2115,408,77.596,3.279,19.126,0,0,2777,52514
05-08 14:54:22,2,0,0,140742656,863944704,3215360,745832448,0,0,0,0,2010,337,78.022,3.297,18.681,0,0,0,0
05-08 14:54:23,1,0,1,140623872,863375360,3215360,746504192,0,0,0,0,2135,386,77.297,3.784,18.919,0,0,2777,52894
05-08 14:54:24,1,0,1,140603392,862806016,3215360,747085824,0,0,0,0,2026,366,76.374,3.297,20.330,0,0,2777,52789
05-08 14:54:25,2,0,1,140525568,862171136,3215360,747773952,0,0,0,0,2053,337,75,3.191,21.809,0,0,0,0
05-08 14:54:26,1,0,1,140627968,861405184,3215360,748421120,0,0,0,0,2018,395,76.087,3.261,20.652,0,0,2669,52892
05-08 14:54:27,1,0,0,140771328,860581888,3215360,749084672,0,0,0,0,2128,371,77.957,3.226,18.817,0,0,2867,53219
05-08 14:54:28,2,0,1,140791808,859947008,3215360,749682688,0,0,0,0,1977,353,76.757,3.243,20,0,0,0,0
05-08 14:54:29,4,0,1,140673024,859377664,3215360,750354432,0,0,0,0,2009,367,76.571,4,19.429,0,0,2831,53430
05-08 14:54:30,1,0,1,140759040,858644480,3215360,750985216,0,0,0,0,1921,358,78.443,3.593,17.964,0,0,2831,53591
05-08 14:54:31,2,0,1,140746752,858009600,3215360,751616000,0,0,0,0,2129,329,81.215,3.315,15.470,0,0,0,0
05-08 14:54:32,2,0,0,140685312,857432064,3215360,752230400,0,0,0,0,2152,344,79.781,3.825,16.393,0,0,2831,53698
05-08 14:54:33,2,0,1,140582912,856862720,3215360,752885760,0,0,0,0,2084,377,76.503,3.825,19.672,0,0,2777,53809
05-08 14:54:34,1,0,1,140587008,856219648,3215360,753500160,0,0,0,0,2165,330,78.495,3.226,18.280,0,0,0,0
05-08 14:54:35,1,0,1,140816384,855293952,3215360,754180096,0,0,0,0,2069,367,77.222,3.333,19.444,0,0,2831,54024
05-08 14:54:36,3,0,1,140726272,854724608,3215360,754819072,0,0,0,0,2091,385,78.142,2.732,19.126,0,0,2939,54189
05-08 14:54:37,1,0,0,140681216,854089728,3215360,755482624,0,0,0,0,2116,340,76.842,3.158,20,0,0,0,0
05-08 14:54:38,2,0,1,140595200,853553152,3215360,756088832,0,0,0,0,2000,345,76.966,3.933,19.101,0,0,2777,54238
05-08 14:54:40,3,0,1,140816384,852660224,3215360,756744192,0,0,0,0,2057,362,76.440,3.141,20.419,0,0,2993,54727
05-08 14:54:40,2,0,1,140857344,852025344,3215360,757325824,0,0,0,0,2035,327,77.778,2.778,19.444,0,0,0,0
05-08 14:54:41,3,0,1,140718080,851447808,3215360,758013952,0,0,0,0,2066,385,75.532,3.191,21.277,0,0,2975,54780
05-08 14:54:43,0,0,0,140648448,850878464,3215360,758636544,0,0,0,0,2042,369,75.543,3.261,21.196,0,0,2723,54729
05-08 14:54:43,2,0,1,140722176,850243584,3215360,759193600,0,0,0,0,1945,298,79.412,3.529,17.059,0,0,0,0
05-08 14:54:44,1,0,1,140689408,849571840,3215360,759873536,0,0,0,0,2096,345,78.652,3.933,17.416,0,0,2831,54998
05-08 14:54:45,2,0,1,140644352,849035264,3215360,760446976,0,0,0,0,2111,332,75.263,3.158,21.579,0,0,2885,55163
05-08 14:54:46,1,0,1,140525568,848400384,3215360,761176064,0,0,0,0,2160,359,78.307,3.175,18.519,0,0,0,0
05-08 14:54:47,2,0,0,140476416,847831040,3215360,761782272,0,0,0,0,2126,367,78.333,3.333,18.333,0,0,2939,55324
05-08 14:54:48,2,0,1,140726272,846929920,3215360,762404864,0,0,0,0,2081,347,75.543,3.261,21.196,0,0,3083,55597
05-08 14:54:49,2,0,1,140746752,846295040,3215360,763002880,0,0,0,20652032,2103,301,77.005,3.743,19.251,0,0,0,0
05-08 14:54:50,1,0,1,140587008,845758464,3215360,763682816,0,0,0,0,2022,347,74.457,3.804,21.739,0,0,2885,55765
05-08 14:54:51,3,0,1,140627968,845062144,3215360,764321792,0,0,0,3072,2110,392,76.087,3.261,20.652,0,0,2885,55768
05-08 14:54:52,2,0,0,140582912,844419072,3215360,764985344,0,0,0,0,2080,334,76.796,3.315,19.890,0,0,0,0
05-08 14:54:53,2,0,1,140886016,843526144,3215360,765566976,0,0,0,0,2093,359,77.901,4.420,17.680,0,0,2885,55932
05-08 14:54:54,1,0,1,140742656,842956800,3215360,766255104,0,0,0,24576,2051,385,74.595,3.784,21.622,0,0,2939,56097
05-08 14:54:55,2,0,1,140763136,842321920,3215360,766853120,0,0,0,0,2102,335,78.804,3.261,17.935,0,0,0,0
05-08 14:54:56,2,0,1,140832768,841555968,3215360,767533056,0,0,0,0,2134,394,76.630,3.804,19.565,0,0,2831,56154
05-08 14:54:57,2,0,0,140771328,840986624,3215360,768147456,0,0,0,0,2087,364,75.132,4.233,20.635,0,0,2939,56427
05-08 14:54:58,1,0,1,140648448,840478720,3215360,768761856,0,0,0,0,2064,330,78.142,3.279,18.579,0,0,0,0
05-08 14:54:59,2,0,1,140570624,839909376,3215360,769392640,0,0,0,0,2115,373,78.333,3.333,18.333,0,0,2939,56642
05-08 14:55:00,3,0,1,140718080,839008256,3215360,770121728,0,0,0,0,1998,426,78.571,5.952,15.476,0,0,2885,56807
05-08 14:55:01,1,0,1,140800000,838365184,3215360,770662400,0,0,0,0,1950,309,80.488,5.488,14.024,0,0,0,0
05-08 14:55:02,2,0,0,140636160,837828608,3215360,771342336,0,0,0,0,2161,343,79.891,3.261,16.848,0,0,2831,57022
05-08 14:55:03,2,0,1,140541952,837259264,3215360,771989504,0,0,0,0,2087,384,77.005,3.209,19.786,0,0,2777,57403
05-08 14:55:04,2,0,1,140578816,836624384,3215360,772579328,0,0,0,0,2105,345,76.720,3.175,20.106,0,0,0,0
05-08 14:55:05,2,0,1,140759040,835731456,3215360,773267456,0,0,0,0,2069,371,78.142,3.279,18.579,0,0,2939,57348
05-08 14:55:06,1,0,1,140783616,835035136,3215360,773922816,0,0,0,0,2178,388,73.936,4.255,21.809,0,0,3047,57459
05-08 14:55:07,2,0,0,140820480,834400256,3215360,774512640,0,0,0,0,2003,328,76.087,3.261,20.652,0,0,0,0
05-08 14:55:08,1,0,1,140619776,833863680,3215360,775225344,0,0,0,0,2137,367,76.630,3.804,19.565,0,0,3101,57836
05-08 14:55:09,0,0,1,140779520,833064960,3215360,775847936,0,0,0,0,2005,351,74.586,3.867,21.547,0,0,2831,57839
05-08 14:55:10,3,0,1,140832768,832430080,3215360,776413184,0,0,0,0,2111,330,79.006,3.315,17.680,0,0,0,0
05-08 14:55:11,2,0,1,140808192,831725568,3215360,777117696,0,0,0,0,2146,383,77.297,3.784,18.919,0,0,2831,58216
05-08 14:55:12,2,0,0,140611584,831283200,3215360,777740288,0,0,0,0,1958,316,76.647,3.593,19.760,0,0,2885,57949
05-08 14:55:13,2,0,1,140599296,830648320,3215360,778371072,0,0,0,0,2220,325,80.749,2.674,16.578,0,0,0,0
05-08 14:55:14,2,0,1,140742656,829849600,3215360,779018240,0,0,0,0,2133,379,77.957,3.763,18.280,0,0,2885,58218
05-08 14:55:15,2,0,1,140767232,829153280,3215360,779665408,0,0,0,0,2173,389,75.132,3.704,21.164,0,0,2885,58383
05-08 14:55:16,2,0,1,140763136,828510208,3215360,780288000,0,0,0,0,2156,375,76.064,3.191,20.745,0,0,0,0
05-08 14:55:17,1,0,0,140685312,827940864,3215360,780926976,0,0,0,0,2086,356,74.176,4.396,21.429,0,0,2993,58598
05-08 14:55:18,1,0,1,140722176,827174912,3215360,781631488,0,0,0,0,2162,375,75.661,3.175,21.164,0,0,2885,58763
05-08 14:55:19,2,0,1,140759040,826540032,3215360,782221312,0,0,0,4448256,2148,358,74.603,4.233,21.164,0,0,0,0
05-08 14:55:20,2,0,1,140607488,826003456,3215360,782884864,0,0,0,16105472,2185,386,75.676,3.784,20.541,0,0,3047,58984
05-08 14:55:21,1,0,1,140705792,825307136,3215360,783474688,0,0,0,3072,2074,375,74.731,3.763,21.505,0,0,3047,59156
05-08 14:55:22,2,0,0,140636160,824672256,3215360,784154624,0,0,0,0,2005,340,73.656,3.763,22.581,0,0,0,0
05-08 14:55:23,2,0,1,140894208,823738368,3215360,784801792,0,0,0,0,2077,366,76.087,3.261,20.652,0,0,2885,59266
05-08 14:55:24,2,0,1,140795904,823193600,3215360,785424384,0,0,0,0,2140,382,76.190,3.175,20.635,0,0,3047,59431
05-08 14:55:25,1,0,1,140742656,822558720,3215360,786096128,0,0,0,0,2027,358,75.135,3.243,21.622,0,0,0,0
05-08 14:55:26,3,0,1,140746752,821989376,3215360,786653184,0,0,0,0,1933,365,77.914,4.294,17.791,0,0,3047,59700
05-08 14:55:27,1,0,0,140800000,821223424,3215360,787341312,0,0,0,0,2165,361,77.419,3.226,19.355,0,0,3191,59973
05-08 14:55:28,1,0,1,140763136,820588544,3215360,787996672,0,0,0,0,2054,353,75.936,3.209,20.856,0,0,0,0
05-08 14:55:29,2,0,1,140734464,820019200,3215360,788586496,0,0,0,0,2117,360,78.453,3.867,17.680,0,0,2885,60080
05-08 14:55:30,2,0,1,140767232,819322880,3215360,789225472,0,0,0,122880,2142,371,77.419,3.763,18.817,0,0,2993,59921
05-08 14:55:31,2,0,1,140713984,818688000,3215360,789897216,0,0,0,0,2062,347,78.075,2.674,19.251,0,0,0,0
05-08 14:55:32,2,0,0,140759040,817954816,3215360,790568960,0,0,0,0,2062,362,75.543,3.804,20.652,0,0,3047,60735
05-08 14:55:33,3,0,1,140746752,817291264,3215360,791224320,0,0,0,0,2114,374,76.216,3.784,20,0,0,2939,60360
05-08 14:55:34,1,0,1,140742656,816615424,3215360,791879680,0,0,0,0,2072,332,75.269,2.688,22.043,0,0,0,0
05-08 14:55:35,2,0,1,140689408,816046080,3215360,792494080,0,0,0,0,2057,380,76.471,3.743,19.786,0,0,2885,61003
05-08 14:55:36,1,0,1,140705792,815312896,3215360,793190400,0,0,0,0,2179,410,75.661,3.704,20.635,0,0,3101,60790
05-08 14:55:37,2,0,0,140689408,814678016,3215360,793821184,0,0,0,0,2005,340,75,2.717,22.283,0,0,0,0
05-08 14:55:38,2,0,1,140746752,813981696,3215360,794443776,0,0,0,0,2069,382,76.064,3.723,20.213,0,0,3047,60893
05-08 14:55:39,2,0,1,140898304,813174784,3215360,795074560,0,0,0,0,2053,375,75.676,3.784,20.541,0,0,2993,61112
05-08 14:55:40,2,0,1,140902400,812539904,3215360,795688960,0,0,0,0,1878,310,78.846,3.205,17.949,0,0,0,0
05-08 14:55:41,2,0,1,140795904,812003328,3215360,796319744,0,0,0,0,2049,374,79.769,3.468,16.763,0,0,3083,61543
05-08 14:55:42,2,0,0,140615680,811552768,3215360,796925952,0,0,0,0,2112,348,81.356,3.390,15.254,0,0,3101,61546
05-08 14:55:43,1,0,1,140554240,810917888,3215360,797605888,0,0,0,0,2046,329,79.032,3.226,17.742,0,0,0,0
05-08 14:55:44,2,0,1,140857344,810024960,3215360,798187520,0,0,0,0,2059,351,78.161,3.448,18.391,0,0,3101,61599
05-08 14:55:45,1,0,1,140840960,809328640,3215360,798875648,0,0,0,0,2047,365,80,3.333,16.667,0,0,3155,61818
05-08 14:55:46,2,0,1,140853248,808693760,3215360,799481856,0,0,0,0,2115,355,79.121,3.297,17.582,0,0,0,0
05-08 14:55:47,3,0,0,140734464,808116224,3215360,800153600,0,0,0,0,2121,366,78.723,2.660,18.617,0,0,2993,62569
05-08 14:55:48,2,0,1,140902400,807342080,3215360,800743424,0,0,0,0,2074,370,78.022,3.297,18.681,0,0,3245,62248
05-08 14:55:49,2,0,1,140771328,806748160,3215360,801447936,0,0,0,0,2115,353,76.923,3.297,19.780,0,0,0,0
05-08 14:55:50,2,0,1,140701696,806178816,3215360,802070528,0,0,0,11526144,2067,365,76.630,3.804,19.565,0,0,3155,62301
05-08 14:55:51,2,0,1,140787712,805445632,3215360,802709504,0,0,0,9150464,2142,399,77.297,3.243,19.459,0,0,3209,62473
05-08 14:55:52,2,0,0,140718080,804810752,3215360,803389440,0,0,0,3072,2010,338,76.503,3.279,20.219,0,0,0,0
05-08 14:55:53,2,0,1,140750848,804114432,3215360,804036608,0,0,0,0,2050,357,79.121,2.747,18.132,0,0,3155,62697
05-08 14:55:54,5,0,1,140689408,803577856,3215360,804618240,0,0,0,0,2054,370,76.667,3.333,20,0,0,3155,62700
05-08 14:55:55,3,0,1,140619776,802934784,3215360,805306368,0,0,0,0,2029,345,76.796,3.315,19.890,0,0,0,0
05-08 14:55:56,3,0,1,140668928,802295808,3215360,805888000,0,0,0,0,2083,370,80.347,4.046,15.607,0,0,3263,63073
05-08 14:55:57,3,0,0,140832768,801533952,3215360,806469632,0,0,0,0,2057,324,79.775,3.371,16.854,0,0,2507,58252
05-08 14:55:58,2,0,1,140488704,801124352,3215360,807206912,0,0,0,0,2066,346,77.473,2.747,19.780,0,0,648,4662
05-08 14:55:59,2,0,1,140922880,800104448,3215360,807772160,0,0,0,0,2142,352,78.889,3.333,17.778,0,0,3209,63512
05-08 14:56:00,2,0,1,140840960,799588352,3215360,808349696,0,0,0,0,1379,302,85.185,5.556,9.259,0,0,0,0
05-08 14:56:02,5,0,1,140722176,799432704,3215360,808615936,0,0,0,0,1107,252,81.522,8.696,9.783,0,0,3209,63834
05-08 14:56:02,2,0,0,140767232,798924800,3215360,809066496,0,0,0,0,1557,209,88.983,4.237,6.780,0,0,0,0
05-08 14:56:03,2,0,1,140902400,798158848,3215360,809680896,0,0,0,0,2257,304,87.222,4.444,8.333,0,0,3155,63723
05-08 14:56:04,1,0,1,140697600,797622272,3215360,810401792,0,0,0,0,2299,314,85,3.889,11.111,0,0,3263,63887
05-08 14:56:05,2,0,1,140677120,796987392,3215360,811040768,0,0,0,0,2256,325,85.027,2.674,12.299,0,0,0,0
05-08 14:56:06,2,0,1,140795904,796323840,3215360,811577344,0,0,0,0,2174,362,82.967,3.846,13.187,0,0,3317,64098
05-08 14:56:07,2,0,0,140890112,795525120,3215360,812261376,0,0,0,0,2148,326,82.184,4.023,13.793,0,0,3155,64101
05-08 14:56:08,2,0,1,140861440,794890240,3215360,812908544,0,0,0,0,2143,335,80.214,3.209,16.578,0,0,0,0
05-08 14:56:09,2,0,1,140861440,794218496,3215360,813555712,0,0,0,0,2187,376,78.378,3.784,17.838,0,0,3263,64316
05-08 14:56:10,5,0,1,140898304,793579520,3215360,814145536,0,0,0,122880,2033,375,76.744,4.070,19.186,0,0,3101,64967
05-08 14:56:11,2,0,1,140857344,792944640,3215360,814800896,0,0,0,0,2104,321,81.111,3.333,15.556,0,0,0,0
05-08 14:56:12,2,0,0,140754944,792408064,3215360,815431680,0,0,0,0,1951,339,78.182,3.636,18.182,0,0,3209,64647
05-08 14:56:13,2,0,1,140722176,791830528,3215360,816013312,0,0,0,0,1891,301,81.290,3.871,14.839,0,0,3101,64812
05-08 14:56:14,2,0,1,140738560,791195648,3215360,816611328,0,0,0,0,2156,308,84.795,2.924,12.281,0,0,0,0
05-08 14:56:16,5,0,1,140812288,790589440,3215360,817135616,0,0,0,0,1919,307,81.761,4.403,13.836,0,0,3263,64973
05-08 14:56:16,2,0,1,140546048,790147072,3215360,817827840,0,0,0,0,2168,337,85.632,2.874,11.494,0,0,3155,65138
05-08 14:56:17,2,0,0,140730368,789385216,3215360,818388992,0,0,0,0,2262,316,81.183,3.226,15.591,0,0,0,0
05-08 14:56:18,3,0,1,140738560,788746240,3215360,819003392,0,0,0,0,2182,349,80.220,3.846,15.934,0,0,3263,65461
05-08 14:56:19,2,0,1,140746752,788041728,3215360,819675136,0,0,0,0,2159,362,79.121,3.846,17.033,0,0,3263,65608
05-08 14:56:20,2,0,1,140820480,787279872,3215360,820346880,0,0,0,0,2142,343,79.787,3.191,17.021,0,0,0,0
05-08 14:56:21,2,0,1,140840960,786616320,3215360,820977664,0,0,0,18092032,2117,368,76.503,3.825,19.672,0,0,3263,65733
05-08 14:56:22,2,0,0,140935168,785817600,3215360,821657600,0,0,0,1604608,2094,381,77.838,2.703,19.459,0,0,3155,66445
05-08 14:56:23,1,0,1,140771328,785309696,3215360,822312960,0,0,0,0,2083,352,76.757,2.703,20.541,0,0,0,0
05-08 14:56:24,2,0,1,140828672,784646144,3215360,822902784,0,0,0,0,2062,347,77.901,4.420,17.680,0,0,3263,65964
05-08 14:56:25,2,0,1,140767232,784068608,3215360,823517184,0,0,0,0,2074,369,77.714,4,18.286,0,0,3209,65967
05-08 14:56:26,1,0,1,140689408,783433728,3215360,824213504,0,0,0,0,1967,350,78.488,3.488,18.023,0,0,0,0
05-08 14:56:27,3,0,0,140759040,782700544,3215360,824860672,0,0,0,0,2089,337,81.503,4.046,14.451,0,0,3407,66286
05-08 14:56:28,2,0,1,140693504,782155776,3215360,825450496,0,0,0,0,2034,348,79.651,4.651,15.698,0,0,3317,66397
05-08 14:56:29,1,0,1,140644352,781520896,3215360,826114048,0,0,0,0,1999,314,82.822,3.681,13.497,0,0,0,0
05-08 14:56:30,3,0,1,140812288,780849152,3215360,826605568,0,0,0,0,1679,285,82.482,4.380,13.139,0,0,3533,66828
05-08 14:56:31,2,0,1,140636160,780566528,3215360,827056128,0,0,0,0,1644,294,82.963,5.926,11.111,0,0,3371,66939
05-08 14:56:32,3,0,0,140730368,779804672,3215360,827703296,0,0,0,0,1906,260,84.906,3.145,11.950,0,0,0,0
05-08 14:56:33,2,0,1,140832768,779071488,3215360,828317696,0,0,0,0,2315,333,85.405,3.784,10.811,0,0,3371,66992
05-08 14:56:34,3,0,1,140808192,778502144,3215360,828899328,0,0,0,0,2198,329,83.708,3.371,12.921,0,0,3371,67103
05-08 14:56:35,2,0,1,140591104,777994240,3215360,829607936,0,0,0,0,2016,311,83.929,4.167,11.905,0,0,0,0
05-08 14:56:36,2,0,1,140771328,777195520,3215360,830201856,0,0,0,0,2206,355,80.556,4.444,15,0,0,3317,67210
05-08 14:56:37,2,0,0,140828672,776589312,3215360,830734336,0,0,0,0,1917,313,83.333,3.704,12.963,0,0,3371,67371
05-08 14:56:38,2,0,1,140767232,775954432,3215360,831414272,0,0,0,0,2072,314,82.123,3.352,14.525,0,0,0,0
05-08 14:56:39,2,0,1,140697600,775385088,3215360,832036864,0,0,0,0,2053,346,81.006,2.793,16.201,0,0,3317,67910
05-08 14:56:40,3,0,1,140840960,774619136,3215360,832643072,0,0,0,0,2005,339,81.325,3.012,15.663,0,0,3263,67751
05-08 14:56:41,2,0,1,140738560,774111232,3215360,833241088,0,0,0,0,1935,323,84.277,4.403,11.321,0,0,90,54
05-08 14:56:42,2,0,0,140582912,773701632,3215360,833798144,0,0,0,0,1923,302,84.314,3.922,11.765,0,0,3263,68022
05-08 14:56:43,2,0,1,140599296,773124096,3215360,834330624,0,0,0,0,2026,324,85.443,3.797,10.759,0,0,3425,68349
05-08 14:56:44,2,0,1,140603392,772489216,3215360,834945024,0,0,0,0,2127,298,84.483,3.448,12.069,0,0,0,0
